
 03 50 23 32 31 43 06 63
 51 19 40 27 38 15 58 04
 22 41 18 48 09 53 16 44
 33 26 49 02 61 11 37 28
 30 39 10 60 00 56 24 34
 42 14 52 12 57 08 46 20
 07 59 17 36 25 47 13 54
 62 05 45 29 35 21 55 01
