
 03 51 23 33 32 39 09 61
 52 19 38 26 36 17 56 07
 22 43 15 49 13 50 14 45
 35 20 58 01 60 10 40 30
 29 44 05 63 00 54 24 34
 46 12 57 08 53 16 42 21
 06 59 11 41 25 37 18 55
 62 04 47 28 31 27 48 02
